openalex_snapshot_date,peeringdb_rec_snapshot_date,macro_reference_year,period,iso_i,iso_j,coauth_full,coauth_fractional,association_strength,log1p_association_strength,knowledge_edge_present,network_primary_defined,network_defined_excluding_ambiguous_ixps,shared_asn_count,inverse_ubiquity_weighted_shared_asns,asn_jaccard_similarity,asn_cosine_similarity,inverse_ubiquity_excluding_asns_ge_25pct,inverse_ubiquity_excluding_asns_ge_50pct,inverse_ubiquity_excluding_ambiguous_ixps,shared_asn_count_operational_only,shared_asn_count_zero_coded_55,inverse_ubiquity_zero_coded_55,member_asns_i,member_asns_j,member_asn_geometric_mean,log_member_asn_geometric_mean,log1p_member_asn_geometric_mean,shared_rec_any,shared_rec_count,shared_recs,shared_rec_any_2021,shared_rec_count_2021,shared_recs_2021,rec_tie_changed_2021_to_2025,distance_capital_km,log_distance_capital_km,distance_population_weighted_km,contiguous_border,common_official_language,gdp_current_usd_i,gdp_current_usd_j,gdp_geometric_mean,log_gdp_geometric_mean,population_i,population_j,population_geometric_mean,log_population_geometric_mean,h2_control_complete,h2_outcome_defined,h2_model_complete
2026-07-14,2026-07-15,2025,current_2021_2025,AO,EG,0,0.0,0.0,0.0,0,1,1,3,0.31451612903225806,0.046875,0.09037128496931669,0.25,0.25,0.31451612903225806,3,3,0.31451612903225806,29,38,33.19638534539566,3.5024409948564297,3.5321199468277054,0,0,,0,0,,0,4736.951171875,8.463148995054498,4814.249365860653,0,0,122174889423.635,365254630179.737,211246169323.09106,26.076289969637465,39040039.0,118365995.0,67978033.665838,18.034695176627643,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,ET,0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,29,3,9.327379053088816,2.232954059327292,2.334798529069281,0,0,,0,0,,0,3464.567138671875,8.150342979916141,3510.4095620462417,0,0,122174889423.635,126358758448.356,124249214649.97556,25.54555518117863,39040039.0,135472051.0,72724371.11759709,18.10218711490488,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,GA,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.05714285714285714,0.13130643285972254,0,0,0.06451612903225806,2,2,0.06451612903225806,29,8,15.231546211727817,2.723368685833155,2.7869566457335035,1,1,ECCAS,1,1,ECCAS,0,1110.3707275390625,7.012449227318475,1179.8424665291786,0,0,122174889423.635,21427119323.2764,51164987383.83825,24.658321294907132,39040039.0,2593130.0,10061605.057448339,16.124237258363475,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,GM,0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,29,2,7.615773105863909,2.0302215052732095,2.153594605461833,0,0,,0,0,,0,4132.18603515625,8.326561852255125,4221.763951478386,0,0,122174889423.635,2593673987.53306,17801175035.030975,23.602530305269664,39040039.0,2822093.0,10496409.899657454,16.166543842343387,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,GH,1,1.0,17.05303242620608,2.8933136721200867,1,1,1,5,0.6518177163338453,0.07936507936507936,0.14867525836251314,0.47619047619047616,0.5873015873015872,0.6518177163338453,5,5,0.6518177163338453,29,39,33.63034344160047,3.51542873805806,3.5447302758240173,0,0,,0,0,,0,2192.39453125,7.692749618756334,2422.7755143354893,0,0,122174889423.635,114209905278.717,118125283273.7813,25.495011620842362,39040039.0,35064272.0,36998791.14763897,17.426395798389333,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,GN,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.06451612903225806,0.18569533817705186,0,0,0.06451612903225806,2,2,0.06451612903225806,29,4,10.770329614269007,2.3767950955531822,2.4655819254908544,0,0,,0,0,,0,3804.64892578125,8.243978999490018,3666.297359033203,0,0,122174889423.635,28346024753.2924,58848725048.49293,24.79823600599139,39040039.0,15099727.0,24279496.10204777,17.005142770317796,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,KE,0,0.0,0.0,0.0,0,1,1,9,1.3518177163338454,0.04712041884816754,0.1278042968526915,1.1761904761904762,1.2873015873015872,1.3518177163338454,9,9,1.3518177163338454,29,171,70.42016756583301,4.2544796932445665,4.268580288366756,0,0,,0,0,,0,2744.311279296875,7.917285422388943,2758.795729344225,0,0,122174889423.635,135941278878.815,128874398990.36096,25.582104115764306,39040039.0,57532493.0,47392729.088829935,17.673979380148705,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,LS,0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0.0,29,3,9.327379053088816,2.232954059327292,2.334798529069281,1,1,SADC,1,1,SADC,0,2721.22412109375,7.908837102570143,2617.787377892256,0,0,122174889423.635,2573572920.05159,17732060989.376404,23.59864019333246,39040039.0,2363325.0,9605430.764399637,16.077839201112486,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,MG,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.0625,0.16609095970747995,0,0,0.06451612903225806,2,2,0.06451612903225806,29,5,12.041594578792296,2.488366871210287,2.568143832672187,1,1,SADC,1,1,SADC,0,3857.427734375,8.25775585026404,3785.1040678188324,0,0,122174889423.635,19620352035.7899,48960334357.77806,24.614276304330147,39040039.0,32740678.0,35751885.9083887,17.39211357839512,1,1,1
2026-07-14,2026-07-15,2025,current_2021_2025,AO,MW,0,0.0,0.0,0.0,0,1,1,2,0.06451612903225806,0.05128205128205128,0.10721125348377948,0,0,0.06451612903225806,2,2,0.06451612903225806,29,12,18.65475810617763,2.9261012398872372,2.978319451811454,1,1,SADC,1,1,SADC,0,2314.20654296875,7.746822161751675,2315.3479772354603,0,0,122174889423.635,14918276698.303,42692374096.62714,24.47728614864659,39040039.0,22216120.0,29450266.403356694,17.198213513975343,1,1,1
